Ticker,Date,Sentiment_Weighted,Sentiment_MA,Tweets,Tweets_MA,Adj Close,Percent_Change,Percent_Change_Bin
aal,02-06-2016,0.4375,0.401605339,32,32.33333333,30.43561172,-2.71550601,0
aal,03-06-2016,0.515151515,0.446338384,33,36.33333333,29.60913086,1.460552734,1
aal,06-06-2016,0.620689655,0.686781609,29,48.66666667,30.04158783,3.518891277,2
aal,07-06-2016,0.35483871,0.555061179,93,50.33333333,31.09871864,0.463510948,1
aal,08-06-2016,0.658064516,0.54453096,155,92.33333333,31.24286461,2.737655125,2
aal,09-06-2016,0.53164557,0.514849598,79,109,32.09818649,-0.778473956,0
aal,10-06-2016,0.449438202,0.546382763,89,107.6666667,31.84831047,-4.043446257,0
aal,13-06-2016,0.227272727,0.464381359,22,74,30.56054115,-4.528293761,0
aal,14-06-2016,0.529411765,0.467281927,119,57.33333333,29.17667007,0.42818915,1
aal,15-06-2016,0.609929078,0.455537857,141,94,29.30160141,-4.427690637,0
aal,16-06-2016,1.529411765,0.889584202,17,92.33333333,28.00421715,0.686337778,1
aapl,04-04-2016,0.485542169,0.521880673,830,561,25.6480751,-1.178881976,0
aapl,05-04-2016,0.89477557,0.646178972,2718,1280,25.34571457,1.047255008,1
aapl,06-04-2016,0.641524106,0.673947282,1286,1611.333333,25.61114883,-2.180967615,0
aapl,07-04-2016,0.461538462,0.665946046,1391,1798.333333,25.05257797,0.110561543,1
aapl,08-04-2016,0.541439206,0.548167258,2015,1564,25.08027649,0.331280294,1
aapl,11-04-2016,0.577142857,0.576747922,875,1228,25.1633625,1.302538974,1
aapl,12-04-2016,0.565782891,0.596455607,1999,1243.666667,25.49112511,1.448757775,1
aapl,13-04-2016,0.444505495,0.529143748,1820,1564.666667,25.86042976,0.053531734,1
aapl,14-04-2016,0.475138122,0.495142169,1810,1876.333333,25.8742733,-2.00715473,0
aapl,15-04-2016,0.53117207,0.483605229,1604,1744.666667,25.3549366,-2.157457045,0
aapl,18-04-2016,1.115303983,0.687495654,1908,1850,24.80791473,-0.530350536,0
aapl,19-04-2016,0.491803279,0.691759916,2623,1835,24.67634583,0.205789181,1
aapl,20-04-2016,0.572045153,0.726384138,3012,2514.333333,24.72712708,-1.082794873,0
aapl,21-04-2016,0.50523918,0.523029204,2195,2610,24.45938301,-0.273671663,0
aapl,22-04-2016,0.451864701,0.509716344,2306,2504.333333,24.39244461,-0.567760547,0
aapl,25-04-2016,0.400157853,0.414611639,1267,1432.666667,24.25395393,-0.694696477,0
aapl,26-04-2016,0.498381877,0.422628048,3090,1813.333333,24.08546257,-6.257780998,0
aapl,27-04-2016,0.556764871,0.485101534,10658,5005,22.57824707,-3.056632547,0
aapl,28-04-2016,0.62744899,0.560865246,9851,7866.333333,21.88811302,-1.149431297,0
aapl,29-04-2016,0.545889864,0.576701242,5012,8507,21.6365242,-0.106666479,0
aapl,02-05-2016,0.466887417,0.70221732,1208,2655,21.61344528,1.64457666,1
aapl,03-05-2016,0.44460147,0.696307549,3538,2701.666667,21.96889496,-1.040125966,0
aapl,04-05-2016,0.478780774,0.46342322,4265,3003.666667,21.74039078,-0.405887723,0
aapl,05-05-2016,0.569778633,0.497720292,3117,3640,21.6521492,-0.557692142,0
aapl,06-05-2016,0.4377402,0.495433202,2602,3328,21.53139687,0.075482876,1
aapl,09-05-2016,0.931937173,0.68773765,4775,3326.666667,21.54764938,0.678948558,1
aapl,10-05-2016,0.686896019,0.696575721,2587,2774.666667,21.69394684,-0.97410065,0
aapl,11-05-2016,0.477394636,0.698742609,2610,3324,21.48262596,-2.345716532,0
aapl,12-05-2016,0.555973982,0.573421545,2921,2706,20.97870445,0.199283873,1
aapl,13-05-2016,0.467226891,0.500198503,4760,3430.333333,21.02051163,3.711880497,2
aapl,16-05-2016,0.416753927,0.45051819,955,1873,21.8007679,-0.415411149,0
aapl,17-05-2016,0.752343617,0.537953149,5867,2624,21.71020508,1.144512581,1
aapl,18-05-2016,0.789680204,0.652925916,5097,3973,21.95868111,-0.38073695,0
aapl,19-05-2016,0.720014717,0.754012846,2718,4560.666667,21.87507629,1.082812211,1
aapl,20-05-2016,0.478884462,0.662859794,1255,3023.333333,22.11194229,1.27074674,1
aapl,23-05-2016,0.474926254,0.479722655,1017,1498,22.39292908,1.524435741,1
aapl,24-05-2016,0.457488131,0.467326534,2317,1456.333333,22.73429489,1.756887433,1
aapl,25-05-2016,0.827060653,0.586491679,3215,2183,23.13371086,0.792976872,1
aapl,26-05-2016,0.511785504,0.598778096,3394,2975.333333,23.31715584,-0.059714165,0
aapl,27-05-2016,0.493406094,0.61075075,2199,2936,23.30323219,-0.488319928,0
aapl,31-05-2016,0.619047619,0.546334308,1407,859,23.18943787,-1.401955791,0
aapl,01-06-2016,0.485227273,0.558488982,1760,1257,22.8643322,-0.75157487,0
aapl,02-06-2016,0.562378798,0.55555123,1547,1571.333333,22.69248962,0.204658161,1
aapl,03-06-2016,0.510390084,0.519332051,2743,2016.666667,22.73893166,0.72509495,1
aapl,06-06-2016,0.514124294,0.500669443,708,1150.666667,22.9038105,0.405573095,1
aapl,07-06-2016,0.81544771,0.598026059,2926,1427.333333,22.99670219,-0.090902343,0
aapl,08-06-2016,0.579787234,0.636453079,376,1336.666667,22.97579765,0.717619678,1
aapl,15-06-2016,0.681818182,0.692351042,330,1210.666667,22.55780602,0.422050384,1
aapl,16-06-2016,0.658959538,0.640188318,519,408.3333333,22.65301132,-2.275749615,0
adbe,28-03-2016,1.388888889,1.388888889,36,36,92.40000153,0.887445543,1
adbe,29-03-2016,0.640625,1.014756944,64,50,93.22000122,0.60072683,1
adbe,30-03-2016,0.705882353,0.911798747,51,50.33333333,93.77999878,0.021331065,1
adbe,31-03-2016,0.756097561,0.700868305,41,52,93.80000305,1.449893994,1
adbe,01-04-2016,0.428571429,0.630183781,56,49.33333333,95.16000366,-0.693572548,0
adbe,04-04-2016,0.6,0.539602926,10,31.33333333,94.5,-0.349208287,0
adbe,05-04-2016,1.065217391,0.773463268,46,28.33333333,94.16999817,1.306152045,1
adbe,06-04-2016,0.324324324,0.663180572,37,31,95.40000153,-1.698116059,0
adbe,07-04-2016,0.222222222,0.537254646,27,36.66666667,93.77999878,0.309235359,1
adbe,08-04-2016,0.5625,0.369682182,32,32,94.06999969,-1.190605666,0
adbe,11-04-2016,0.954545455,0.842339122,22,43.66666667,92.94999695,0.505649528,1
adbe,12-04-2016,0.53125,0.678598485,32,24.66666667,93.41999817,1.188183079,1
adbe,13-04-2016,0.785714286,0.757169913,42,32,94.52999878,-0.095203998,0
adbe,14-04-2016,0.552631579,0.623198622,38,37.33333333,94.44000244,0.762390091,1
adbe,15-04-2016,0.535714286,0.624686717,28,36,95.16000366,1.460697075,1
adbe,18-04-2016,1.153846154,0.980574981,13,19,96.55000305,-0.03107862,0
adbe,19-04-2016,0.405405405,0.762174762,37,20.33333333,96.51999664,-0.196845026,0
adbe,20-04-2016,0.621621622,0.726957727,37,29,96.33000183,0.041524878,1
adbe,21-04-2016,0.4375,0.488175676,32,35.33333333,96.37000275,-1.639516225,0
adbe,22-04-2016,0.307692308,0.455604643,26,31.66666667,94.79000092,1.065515483,1
adbe,25-04-2016,0.5,0.569264069,10,16.33333333,95.80000305,0.365342863,1
adbe,26-04-2016,0.25,0.462121212,36,19,96.15000153,-0.53042343,0
adbe,27-04-2016,0.772727273,0.507575758,44,30,95.63999939,-2.091175254,0
adbe,28-04-2016,1.12,0.714242424,25,35,93.63999939,0.619395381,1
adbe,29-04-2016,0.447368421,0.780031898,38,35.66666667,94.22000122,0.721715449,1
adbe,02-05-2016,1.125,0.674145299,8,16,94.90000153,-1.306636295,0
adbe,03-05-2016,1.119047619,0.82493895,42,21,93.66000366,-0.768739262,0
adbe,04-05-2016,0.878787879,1.040945166,33,27.66666667,92.94000244,0.60253663,1
adbe,05-05-2016,0.641509434,0.879781644,53,42.66666667,93.5,0.855618237,1
adbe,06-05-2016,0.666666667,0.728987993,24,36.66666667,94.30000305,0.32873547,1
adbe,09-05-2016,1,0.760368664,6,19.33333333,94.61000061,2.018809873,2
adbe,10-05-2016,0.947368421,0.839598997,19,15.33333333,96.51999664,-0.435141094,0
adbe,11-05-2016,0.071428571,0.672932331,28,17.66666667,96.09999847,-0.145680949,0
adbe,12-05-2016,0.621621622,0.546806205,74,40.33333333,95.95999908,0.010423235,1
adbe,13-05-2016,0.490196078,0.394415424,51,51,95.97000122,1.312912494,1
adbe,16-05-2016,0.882352941,0.706238859,17,27,97.23000336,-1.337038987,0
adbe,17-05-2016,1.044776119,0.75904302,67,34.66666667,95.93000031,0.802665111,1
adbe,18-05-2016,0.64,0.855709687,50,44.66666667,96.69999695,-0.847983165,0
adbe,19-05-2016,1.229166667,0.971314262,48,55,95.87999725,1.04297041,1
adbe,20-05-2016,0.916666667,0.928611111,60,52.66666667,96.87999725,-0.268367583,0
adbe,23-05-2016,0.454545455,1.027868114,11,37.66666667,96.62000275,3.115291266,2
adbe,24-05-2016,0.684210526,1.002773733,57,30.33333333,99.62999725,-0.020070906,0
adbe,25-05-2016,0.844036697,0.660930893,109,59,99.61000061,-0.240937519,0
adbe,26-05-2016,0.715517241,0.747921488,116,94,99.37000275,0.774878355,1
adbe,27-05-2016,1.16,0.90651798,75,100,100.1399994,-0.669061487,0
adbe,31-05-2016,-0.222222222,0.604497354,9,13.66666667,99.47000122,0.573036783,1
adbe,01-06-2016,0.651162791,0.559646856,43,18.66666667,100.0400009,0.129945274,1
adbe,02-06-2016,0.714285714,0.381075428,35,29,100.1699982,-1.467506487,0
adbe,03-06-2016,1.075,0.813482835,40,39.33333333,98.69999695,0.425537803,1
adbe,06-06-2016,1,0.802469136,9,16,99.12000275,-0.605333017,0
adbe,07-06-2016,0.404761905,0.69047619,42,21,98.51999664,0.162407296,1
adbe,08-06-2016,0.88,0.761587302,25,25.33333333,98.68000031,-0.618160325,0
adbe,09-06-2016,0.708333333,0.664365079,24,30.33333333,98.06999969,-0.99928965,0
adbe,10-06-2016,1.5,1.029444444,32,27,97.08999634,-0.133893561,0
adbe,13-06-2016,0.666666667,0.819131161,6,47,96.95999908,0.020631469,1
adbe,14-06-2016,1.363636364,0.978354978,22,16.33333333,96.98000336,0.041238693,1
adbe,15-06-2016,1.117647059,1.049316696,34,20.66666667,97.01999664,0.175227586,1
adbe,16-06-2016,0.916666667,1.13265003,12,22.66666667,97.19000244,-1.656549614,0
adp,28-03-2016,1,1,1,1,77.24794006,1.279718148,1
adp,29-03-2016,1,1,6,3.5,78.23649597,-0.313098084,0
adp,30-03-2016,0.548387097,0.849462366,31,12.66666667,77.991539,0.628172717,1
adp,31-03-2016,1.35,0.966129032,20,19,78.48146057,0.613081602,1
adp,01-04-2016,1.260869565,1.053085554,23,24.66666667,78.96261597,-0.609345815,0
adp,04-04-2016,-0.333333333,0.525252525,3,11,78.48146057,0.044581743,1
adp,05-04-2016,0.592592593,0.419753086,27,12.66666667,78.51644897,1.21445204,1
adp,06-04-2016,0.516129032,0.258462764,31,20.33333333,79.46999359,-1.144841288,0
adp,07-04-2016,1.258064516,0.788928714,31,29.66666667,78.56018829,0.590198679,1
adp,08-04-2016,0.88,0.884731183,25,29,79.02384949,-0.686361041,0
adp,11-04-2016,1,0.660130719,2,8.333333333,78.48146057,0.445846597,1
adp,12-04-2016,0.4,0.577777778,15,7.666666667,78.83136749,0.144291095,1
adp,13-04-2016,0.454545455,0.618181818,11,9.333333333,78.94511414,0.022169619,1
adp,14-04-2016,0.428571429,0.427705628,14,13.33333333,78.96261597,-0.121876893,0
adp,15-04-2016,0.580645161,0.487920681,31,18.66666667,78.86637878,0.610089373,1
adp,18-04-2016,1,0.858974359,2,10.66666667,79.34753418,0.044095136,1
adp,19-04-2016,0.8125,0.770833333,16,7.333333333,79.38252258,-0.683279086,0
adp,20-04-2016,0.1,0.6375,20,12.66666667,78.84011841,-0.854405746,0
adp,21-04-2016,0.571428571,0.494642857,14,16.66666667,78.16650391,0.335788409,1
adp,22-04-2016,0.619047619,0.43015873,21,18.33333333,78.42897797,-0.07808485,0
adp,25-04-2016,0.333333333,0.526984127,6,10.66666667,78.36773682,0.234379198,1
adp,26-04-2016,1.25,0.594444444,28,13,78.55141449,0.367534971,1
adp,27-04-2016,0.857142857,0.813492063,7,13.66666667,78.84011841,-1.131817624,0
adp,28-04-2016,1.333333333,1.146825397,12,15.66666667,77.94779205,-0.740723123,0
adp,29-04-2016,0.814814815,1.001763668,54,24.33333333,77.37041473,1.119395884,1
adp,02-05-2016,1,0.404761905,1,3.333333333,78.23649597,-0.693297671,0
adp,03-05-2016,1.4375,0.645833333,16,6.333333333,77.69408417,-0.472921001,0
adp,04-05-2016,1.614035088,1.350511696,57,24.66666667,77.32665253,-2.194801388,0
adp,05-05-2016,0.866666667,1.306067251,30,34.33333333,75.62948608,0.462679569,1
adp,06-05-2016,0.130434783,0.870378846,23,36.66666667,75.97940826,0.356941563,1
adp,09-05-2016,1,0.769230769,1,5.333333333,76.25061035,1.537383234,1
adp,10-05-2016,1.875,1.291666667,8,3.666666667,77.42287445,-2.067782811,0
adp,11-05-2016,1.222222222,1.365740741,9,6,75.82193756,-0.149977868,0
adp,12-05-2016,1,1.365740741,25,14,75.70822144,-0.901329688,0
adp,13-05-2016,1.45,1.224074074,20,18,75.02584076,1.096068076,1
adp,17-05-2016,1,1.095238095,5,4.333333333,74.66716766,0.292895259,1
adp,18-05-2016,1.388888889,1.12962963,18,8,74.88586426,-0.537377846,0
adp,19-05-2016,0.823529412,1.0708061,17,13.33333333,74.48344421,0.387597931,1
adp,20-05-2016,1.142857143,1.118425148,14,16.33333333,74.7721405,-0.257404341,0
adp,23-05-2016,0.333333333,0.737373737,6,9.666666667,74.57967377,2.59235848,2
adp,24-05-2016,0.416666667,0.361111111,12,10,76.51304626,0.068642871,1
adp,25-05-2016,0.363636364,0.371212121,11,9.666666667,76.56556702,0.205657817,1
adp,26-05-2016,0.5,0.426767677,12,11.66666667,76.72303009,0.387689595,1
adp,27-05-2016,1,0.621212121,7,10,77.02047729,-0.227196454,0
adp,31-05-2016,0,0.178571429,5,8,76.8454895,0.318795365,1
adp,01-06-2016,0.7,0.328571429,10,7.333333333,77.09046936,-0.034074258,0
adp,02-06-2016,0.625,0.441666667,8,7.666666667,77.06420135,-0.862739865,0
adp,03-06-2016,0.736842105,0.687280702,19,12.33333333,76.39933777,0.412250517,1
adp,06-06-2016,0.333333333,0.733333333,6,12.33333333,76.71429443,-0.935117875,0
adp,07-06-2016,1.333333333,0.955555556,9,8.333333333,75.99692535,1.019197839,1
adp,08-06-2016,0.428571429,0.698412698,7,7.333333333,76.77148438,0.470097565,1
adp,09-06-2016,1.055555556,0.939153439,18,11.33333333,77.13238525,-0.616227902,0
adp,10-06-2016,1.5,0.994708995,10,11.66666667,76.65707397,0.080367483,1
adp,13-06-2016,0.4,1.226739927,10,12.33333333,76.71868134,0.378612228,1
adp,14-06-2016,1.454545455,1.070562771,22,15.33333333,77.00914764,0.137174089,1
adp,15-06-2016,2,1.284848485,5,12.33333333,77.11478424,0.479382373,1
adp,16-06-2016,2,1.818181818,4,10.33333333,77.48445892,-0.477095262,0
adsk,28-03-2016,1,1,1,1,57.11000061,1.961125757,1
adsk,29-03-2016,0.5,0.75,22,11.5,58.22999954,-0.566714784,0
adsk,30-03-2016,1.315789474,0.938596491,19,14,57.90000153,0.708117162,1
adsk,31-03-2016,0.666666667,0.82748538,24,21.66666667,58.31000137,-0.926086268,0
adsk,01-04-2016,1.176470588,1.052975576,17,20,57.77000046,0.72701777,1
adsk,04-04-2016,0,0.630952381,3,9.666666667,58.18999863,-1.855985636,0
adsk,05-04-2016,0.7,0.65,20,11.66666667,57.11000061,1.173171357,1
adsk,06-04-2016,0.681818182,0.460606061,22,15,57.77999878,-2.405675699,0
adsk,07-04-2016,0.388888889,0.59023569,18,20,56.38999939,0.656142819,1
adsk,08-04-2016,0.823529412,0.631412161,17,19,56.75999832,0.193799531,1
adsk,11-04-2016,0.5,0.662962963,4,6,56.86999893,-1.670477898,0
adsk,12-04-2016,0.666666667,0.588888889,3,4,55.91999817,3.201003173,2
adsk,13-04-2016,1.166666667,0.777777778,6,4.333333333,57.70999908,0.641141488,1
adsk,14-04-2016,0.421052632,0.751461988,19,9.333333333,58.08000183,0.585393125,1
adsk,15-04-2016,-0.166666667,0.473684211,6,10.33333333,58.41999817,1.232456767,1
adsk,18-04-2016,2,0.5,1,3,59.13999939,-0.016906191,0
adsk,19-04-2016,1.071428571,0.607142857,28,11,59.13000107,0.439706269,1
adsk,20-04-2016,0.826086957,1.299171843,23,17.33333333,59.38999939,1.144974427,1
adsk,21-04-2016,1.333333333,1.07694962,6,19,60.06999969,-0.882301951,0
adsk,22-04-2016,0.571428571,0.910282954,7,12,59.54000092,0.755795694,1
adsk,25-04-2016,0,0.611111111,3,5.666666667,59.99000168,1.700277737,1
adsk,26-04-2016,0.944444444,0.648148148,18,7.666666667,61.00999832,0.639244739,1
adsk,27-04-2016,0.823529412,0.589324619,17,12.66666667,61.40000153,-0.016290124,0
adsk,28-04-2016,-0.2,0.522657952,10,15,61.38999939,-2.557419304,0
adsk,29-04-2016,1.066666667,0.563398693,15,14,59.81999969,2.591105391,2
adsk,02-05-2016,1.5,0.541666667,2,4,61.36999893,-1.678342508,0
adsk,03-05-2016,0.636363636,0.878787879,11,5,60.34000015,-2.668214462,0
adsk,04-05-2016,0.823529412,0.986631016,34,15.66666667,58.72999954,-0.459731755,0
adsk,05-05-2016,0.722222222,0.727371757,18,21,58.45999908,0.342115577,1
adsk,06-05-2016,0.428571429,0.658107688,7,19.66666667,58.65999985,0.221617914,1
adsk,09-05-2016,1,0.7,3,8.666666667,58.79000092,1.326754154,1
adsk,10-05-2016,0.642857143,0.747619048,14,7.333333333,59.56999969,-0.9064981,0
adsk,11-05-2016,1.545454545,1.062770563,11,9.333333333,59.02999878,-1.643227894,0
adsk,12-05-2016,0.866666667,1.018326118,15,13.33333333,58.06000137,-0.327251872,0
adsk,13-05-2016,0.611111111,1.007744108,18,14.66666667,57.86999893,2.09089843,2
adsk,16-05-2016,-0.347826087,0.828502415,23,17,59.08000183,-1.86188601,0
adsk,17-05-2016,0.5,0.828502415,26,20.33333333,57.97999954,-0.379443295,0
adsk,18-05-2016,1.03125,0.394474638,32,27,57.75999832,-0.415508779,0
adsk,19-05-2016,0.279069767,0.603439922,43,33.66666667,57.52000046,-2.312242386,0
adsk,20-05-2016,1.372340426,0.894220064,94,56.33333333,56.18999863,1.370351444,1
adsk,23-05-2016,0.4,0.640277778,5,25,56.95999908,2.633427009,2
adsk,24-05-2016,0.634146341,0.622493225,41,17.33333333,58.45999908,0.769758416,1
adsk,25-05-2016,1.416666667,0.816937669,12,19.33333333,58.90999985,-1.358002443,0
adsk,26-05-2016,0.888888889,0.979900632,18,23.66666667,58.11000061,2.116674461,2
adsk,27-05-2016,0.666666667,0.990740741,3,11,59.34000015,-1.803167664,0
adsk,31-05-2016,0.615384615,0.993006993,13,8.666666667,58.27000046,0.051482374,1
adsk,01-06-2016,0.6,0.738461538,15,10,58.29999924,0.789020738,1
adsk,02-06-2016,0,0.405128205,13,13.66666667,58.75999832,-0.799859461,0
adsk,03-06-2016,1.75,0.783333333,4,10.66666667,58.29000092,0.651908127,1
adsk,06-06-2016,0,0.396825397,2,4,58.66999817,0.017048128,1
adsk,07-06-2016,-0.181818182,0.050505051,11,5.333333333,58.68000031,-0.255626321,0
adsk,08-06-2016,1.25,0.356060606,8,7,58.52999878,-1.264305278,0
adsk,09-06-2016,1,0.689393939,2,7,57.79000092,-2.785950138,0
adsk,10-06-2016,0.7,0.983333333,10,6.666666667,56.18000031,-0.516199562,0
adsk,13-06-2016,1.25,0.914102564,4,11.66666667,55.88999939,-0.322061741,0
adsk,14-06-2016,1.142857143,0.730952381,7,5.333333333,55.70999908,1.615511651,1
adsk,15-06-2016,0.75,1.047619048,8,6.333333333,56.61000061,0.282635304,1
adsk,16-06-2016,3.333333333,1.742063492,3,6,56.77000046,-0.158534705,0
akam,28-03-2016,1,1,2,2,54.93000031,0.600760995,1
akam,29-03-2016,0.708333333,0.854166667,24,13,55.25999832,-0.289540087,0
akam,30-03-2016,0.5625,0.756944444,16,14,55.09999847,0.852996794,1
akam,31-03-2016,1.111111111,0.793981481,18,19.33333333,55.56999969,-0.6298335,0
akam,01-04-2016,1.142857143,0.938822751,21,18.33333333,55.22000122,0.199204288,1
akam,04-04-2016,1.5,1.325925926,6,8.333333333,55.33000183,-3.958074045,0
akam,05-04-2016,0.909090909,1.062289562,11,8.666666667,53.13999939,3.086186316,2
akam,06-04-2016,1.206896552,1.205329154,29,15.33333333,54.77999878,-2.738225691,0
akam,07-04-2016,1.19047619,1.10215455,21,20.33333333,53.27999878,-1.689184932,0
akam,08-04-2016,-0.071428571,0.775314724,14,21.33333333,52.38000107,-2.520045185,0
akam,11-04-2016,0.666666667,0.822222222,9,14.66666667,51.06000137,-1.018410583,0
akam,12-04-2016,0.8,0.622222222,10,11.33333333,50.54000092,2.47328844,2
akam,13-04-2016,1.107142857,0.857936508,28,15.66666667,51.79000092,-0.231710262,0
akam,14-04-2016,0.8,0.902380952,25,21,51.66999817,-1.432161583,0
akam,15-04-2016,1,0.969047619,17,23.33333333,50.93000031,1.610052405,1
akam,18-04-2016,1.333333333,0.974747475,6,9.666666667,51.75,-0.772949808,0
akam,19-04-2016,0.675675676,1.033306033,37,18,51.34999847,-0.155789715,0
akam,20-04-2016,0.529411765,0.846140258,17,20,51.27000046,0.175541548,1
akam,21-04-2016,0.083333333,0.429473591,12,22,51.36000061,-0.447818418,0
akam,22-04-2016,0.8,0.470915033,15,14.66666667,51.13000107,-0.078233747,0
akam,25-04-2016,0.5,0.68452381,6,7,51.09000015,3.07300781,2
akam,26-04-2016,0.303030303,0.410533911,33,15.33333333,52.65999985,4.158751677,2
akam,27-04-2016,1.397350993,0.733460432,151,63.33333333,54.84999847,-4.448493518,0
akam,28-04-2016,0.851851852,0.850744383,108,97.33333333,52.40999985,-2.709403116,0
akam,29-04-2016,1.075471698,1.108224848,53,104,50.99000168,-0.098064425,0
akam,02-05-2016,0.897435897,0.745678298,39,33.33333333,50.93999863,-2.021984309,0
akam,03-05-2016,0.870967742,0.694731038,31,29.66666667,49.90999985,-0.741332264,0
akam,04-05-2016,1.555555556,1.107986398,9,26.33333333,49.54000092,-0.060562361,0
akam,05-05-2016,1.076923077,1.167815458,13,17.66666667,49.50999832,0.868512058,1
akam,06-05-2016,0.714285714,1.115588116,7,9.666666667,49.93999863,0.420510422,1
akam,09-05-2016,0.333333333,1.682539683,3,6.333333333,50.15000153,3.629111943,2
akam,10-05-2016,1.125,1.819444444,8,6.666666667,51.97000122,-2.405233732,0
akam,11-05-2016,1.222222222,0.893518519,18,9.666666667,50.72000122,0.788639001,1
akam,12-05-2016,0.9,1.082407407,10,12,51.11999893,-1.232389019,0
akam,13-05-2016,1.071428571,1.064550265,14,14,50.49000168,1.723111315,1
akam,16-05-2016,0.333333333,1.075396825,3,4.666666667,51.36000061,-0.759344597,0
